user_id,signup_date,acquisition_channel,country,age
119,2023-07-11,Display,US,23
120,2025-06-02,Referral,CA,26
121,2025-02-25,Paid Social,CA,22
122,2024-09-04,Search,DE,19
123,2024-08-10,Paid Social,UK,31
124,2024-02-21,Affiliate,DE,37
125,2023-08-12,Paid Social,US,33
126,2024-04-06,Organic,US,39
127,2025-09-03,Affiliate,US,47
128,2023-10-05,Display,US,41
129,2024-05-14,Organic,CA,22
130,2025-11-20,Display,AU,28
131,2025-12-06,Organic,CA,16
132,2024-07-15,Affiliate,AU,22
133,2024-01-16,Display,CA,16
134,2025-04-17,Search,UK,33
135,2023-07-10,Search,US,25
136,2024-03-24,Organic,US,30
137,2025-02-09,Paid Social,US,48
138,2024-11-11,Search,US,36
139,2025-02-07,Referral,CA,27
140,2024-09-21,Paid Social,UK,50
141,2025-11-27,Search,US,37
142,2025-12-08,Referral,VN,18
143,2024-02-12,Search,DE,28
144,2024-07-24,Referral,US,23
145,2025-07-25,Affiliate,AU,18
146,2025-02-26,Organic,US,29
147,2023-06-17,Referral,DE,40
148,2025-09-01,Referral,US,38
149,2024-10-02,Search,US,43
150,2025-05-05,Organic,VN,29
151,2024-04-04,Paid Social,US,23
152,2023-03-16,Paid Social,CA,16
153,2024-06-15,Search,US,33
154,2025-06-07,Search,VN,33
155,2023-12-05,Affiliate,US,20
156,2025-05-24,Organic,AU,22
157,2025-01-18,Display,US,31
158,2023-04-25,Search,US,16
159,2023-04-15,Referral,US,28
160,2023-03-24,Paid Social,US,43
161,2025-01-10,Search,CA,23
162,2024-03-21,Search,CA,23
163,2024-04-25,Display,CA,44
164,2024-07-19,Affiliate,CA,42
165,2024-05-20,Display,UK,48
166,2023-08-13,Referral,DE,32
167,2025-03-24,Search,US,20
168,2025-10-13,Organic,DE,23
169,2025-03-14,Organic,CA,35
170,2024-11-19,Search,US,32
171,2024-02-07,Organic,CA,48
172,2024-12-13,Paid Social,UK,16
173,2025-08-10,Referral,US,43
174,2025-10-03,Paid Social,US,24
175,2024-07-26,Display,CA,40
176,2023-08-26,Affiliate,CA,16
177,2025-08-11,Paid Social,UK,37
178,2025-03-06,Paid Social,US,40
179,2024-07-16,Search,VN,41
180,2025-06-07,Referral,US,33
181,2025-08-15,Search,CA,38
182,2025-10-01,Referral,CA,56
183,2023-08-01,Referral,DE,35
184,2024-03-24,Affiliate,US,37
185,2023-12-01,Paid Social,VN,29
186,2025-06-20,Search,UK,34
187,2025-04-07,Affiliate,US,51
188,2025-06-19,Display,UK,32
189,2025-01-17,Referral,AU,43
190,2024-03-04,Paid Social,DE,16
191,2025-07-11,Search,US,38
192,2024-08-12,Paid Social,AU,25
193,2025-02-25,Organic,US,26
194,2023-09-13,Organic,US,41
195,2025-11-11,Organic,DE,52
196,2025-12-03,Organic,US,23
197,2024-08-04,Display,DE,33
198,2025-11-11,Affiliate,US,26
199,2024-09-09,Referral,US,24
200,2023-09-05,Paid Social,CA,39
201,2025-12-23,Paid Social,US,36
202,2024-04-07,Paid Social,VN,36
203,2024-01-19,Paid Social,US,42
204,2024-01-25,Organic,US,20
205,2025-04-15,Paid Social,US,40
206,2025-09-08,Affiliate,VN,25
207,2025-05-20,Organic,CA,32
208,2025-10-17,Referral,US,31
209,2024-10-13,Organic,US,46
210,2025-12-17,Paid Social,VN,30
211,2024-05-01,Affiliate,US,56
212,2023-05-17,Search,US,40
213,2023-06-19,Paid Social,VN,34
214,2025-08-02,Affiliate,AU,45
215,2025-01-09,Organic,US,35
216,2023-05-10,Affiliate,CA,53
217,2025-09-20,Organic,DE,34
218,2023-05-10,Paid Social,US,40
219,2024-12-14,Affiliate,UK,38
220,2023-04-19,Organic,US,43
221,2024-02-03,Referral,AU,50
222,2024-05-09,Paid Social,UK,16
223,2025-07-03,Referral,US,19
224,2023-10-03,Paid Social,US,43
225,2024-02-03,Referral,CA,40
226,2025-11-03,Display,CA,40
227,2025-06-24,Organic,US,37
228,2024-11-03,Referral,US,36
229,2025-07-04,Paid Social,US,16
230,2024-04-16,Search,UK,50
231,2025-10-15,Display,VN,38
232,2025-04-13,Affiliate,US,31
233,2025-06-24,Organic,CA,34
234,2024-11-26,Referral,US,29
235,2023-09-10,Organic,DE,41
236,2025-01-15,Referral,US,20
237,2023-03-05,Paid Social,DE,35
238,2024-03-27,Paid Social,CA,27
239,2024-10-08,Organic,CA,34
240,2025-03-16,Paid Social,UK,36
241,2023-10-02,Paid Social,VN,52
242,2023-02-15,Search,AU,40
243,2025-06-27,Referral,US,35
244,2024-07-04,Paid Social,VN,34
245,2025-12-16,Display,US,37
246,2023-08-24,Search,DE,33
247,2025-01-09,Paid Social,VN,30
248,2025-08-02,Organic,AU,20
249,2023-11-25,Referral,US,36
250,2024-08-09,Search,US,57
251,2024-08-21,Referral,CA,25
252,2024-11-24,Paid Social,VN,35
253,2024-08-18,Referral,UK,52
254,2024-04-06,Organic,US,26
255,2025-11-15,Search,US,38
256,2023-09-04,Affiliate,CA,37
257,2023-11-03,Organic,US,35
258,2024-07-09,Search,US,45
259,2025-07-12,Paid Social,CA,31
260,2024-02-08,Search,CA,42
261,2025-04-01,Display,UK,32
262,2023-01-10,Display,US,48
263,2025-12-03,Display,US,25
264,2024-11-23,Affiliate,CA,24
265,2024-11-01,Display,US,29
266,2025-10-13,Affiliate,UK,35
267,2024-05-08,Search,US,38
268,2023-08-18,Paid Social,US,20
269,2023-08-19,Paid Social,US,20
270,2023-06-14,Search,US,22
271,2024-05-21,Affiliate,US,40
272,2024-03-18,Display,VN,23
273,2024-07-12,Affiliate,UK,21
274,2025-04-18,Display,CA,24
275,2025-08-25,Search,US,19
276,2025-07-21,Display,DE,28
277,2025-02-02,Search,US,32
278,2024-06-12,Search,US,27
279,2025-10-01,Search,UK,37
280,2025-03-02,Referral,US,31
281,2025-03-19,Paid Social,CA,16
282,2024-10-25,Organic,UK,41
283,2024-09-21,Paid Social,US,42
284,2024-04-06,Organic,VN,43
285,2023-02-27,Paid Social,US,27
286,2024-09-06,Display,DE,30
287,2024-07-26,Referral,US,18
288,2025-04-24,Search,DE,46
289,2023-08-11,Search,CA,36
290,2025-02-15,Display,VN,29
291,2023-11-25,Organic,VN,42
292,2023-02-15,Search,US,24
293,2025-10-07,Affiliate,US,47
294,2024-03-01,Organic,CA,26
295,2024-02-21,Affiliate,US,33
296,2023-01-13,Search,US,23
297,2024-03-22,Paid Social,UK,21
298,2024-04-25,Display,US,44
299,2025-08-16,Paid Social,UK,21
300,2025-08-27,Search,US,52
301,2025-12-25,Display,CA,40
302,2024-10-07,Paid Social,US,41
303,2023-07-01,Search,UK,21
304,2024-09-08,Affiliate,US,28
305,2024-07-26,Paid Social,UK,18
306,2023-02-21,Display,US,36
307,2025-04-07,Paid Social,AU,30
308,2025-05-01,Display,US,27
309,2024-12-25,Referral,US,57
310,2024-10-16,Display,VN,26
311,2024-04-26,Referral,DE,49
312,2024-09-24,Search,CA,25
313,2024-09-12,Referral,DE,43
314,2023-05-02,Affiliate,VN,20
315,2024-02-01,Organic,US,39
316,2024-08-18,Search,US,41
317,2024-02-27,Organic,VN,33
318,2023-11-17,Affiliate,UK,22
319,2024-08-26,Organic,US,29
320,2024-02-01,Display,US,23
321,2024-09-13,Paid Social,CA,44
322,2024-01-22,Search,UK,16
323,2023-07-23,Display,US,44
324,2024-02-05,Search,US,35
325,2023-07-03,Search,US,29
326,2023-09-19,Referral,UK,28
327,2025-12-17,Referral,US,22
328,2025-05-07,Organic,UK,17
329,2024-06-01,Organic,CA,29
330,2023-01-09,Paid Social,US,21
331,2024-08-18,Paid Social,US,44
332,2024-04-21,Affiliate,US,25
333,2024-11-09,Referral,US,32
334,2024-12-17,Organic,US,26
335,2024-10-11,Search,UK,16
336,2024-03-08,Search,US,42
337,2025-02-21,Search,US,35
338,2024-10-23,Affiliate,US,26
339,2024-08-04,Display,US,40
340,2023-03-06,Referral,CA,41
341,2024-04-15,Search,DE,21
342,2024-10-16,Affiliate,US,33
343,2025-09-09,Affiliate,UK,41
344,2025-09-01,Display,US,33
345,2023-10-09,Organic,US,40
346,2023-11-13,Referral,DE,39
347,2024-08-15,Paid Social,US,31
348,2024-04-06,Display,UK,25
349,2024-09-15,Paid Social,CA,23
350,2025-02-24,Display,US,35
351,2025-10-01,Search,CA,21
352,2023-08-11,Organic,DE,21
353,2024-07-18,Paid Social,US,36
354,2025-01-10,Paid Social,US,47
355,2025-11-06,Search,UK,40
356,2024-04-16,Search,US,26
357,2025-11-13,Search,UK,25
358,2025-11-04,Affiliate,VN,42
359,2024-05-01,Paid Social,AU,40
360,2025-01-12,Paid Social,DE,38
361,2025-04-18,Organic,US,44
362,2025-04-03,Organic,UK,42
363,2023-01-11,Search,DE,31
364,2024-01-10,Organic,US,32
365,2023-11-04,Paid Social,VN,29
366,2025-12-26,Affiliate,CA,27
367,2024-03-02,Affiliate,UK,30
368,2024-05-27,Organic,VN,40
369,2024-10-10,Search,DE,25
370,2025-01-24,Organic,CA,23
371,2024-08-08,Organic,US,27
372,2025-02-20,Paid Social,US,38
373,2024-12-05,Paid Social,US,17
374,2024-08-11,Referral,US,41
375,2024-11-04,Referral,US,34
376,2024-06-04,Organic,US,31
377,2024-11-03,Display,US,44
378,2023-05-12,Display,VN,34
379,2023-10-26,Display,US,31
380,2023-05-26,Display,DE,16
381,2025-05-19,Paid Social,DE,44
382,2024-09-15,Paid Social,US,16
383,2025-06-23,Organic,AU,36
384,2025-09-14,Paid Social,US,39
385,2025-07-11,Referral,CA,29
386,2024-06-19,Search,UK,37
387,2024-01-12,Paid Social,UK,40
388,2025-03-02,Paid Social,US,19
389,2025-02-12,Paid Social,US,38
390,2024-02-05,Organic,US,44
391,2025-07-09,Paid Social,US,52
392,2023-08-04,Paid Social,VN,34
393,2025-06-23,Affiliate,VN,44
394,2025-12-09,Referral,US,30
395,2024-12-01,Search,VN,40
396,2023-03-07,Search,UK,36
397,2023-09-27,Referral,US,29
398,2025-01-14,Search,VN,44
399,2025-06-27,Organic,US,44
400,2023-08-19,Display,VN,36
401,2025-11-06,Search,US,30
402,2025-09-05,Display,US,37
403,2025-07-23,Affiliate,US,50
404,2023-12-27,Organic,US,38
405,2023-10-03,Affiliate,US,21
406,2025-01-22,Organic,VN,16
407,2025-03-11,Affiliate,VN,45
408,2025-11-04,Search,US,32
409,2023-01-07,Search,US,25
410,2024-11-02,Organic,CA,28
411,2025-07-20,Display,VN,22
412,2023-03-09,Organic,CA,43
413,2024-07-13,Organic,DE,32
414,2023-11-22,Search,US,40
415,2025-02-07,Paid Social,US,50
416,2025-05-11,Search,US,21
417,2023-02-22,Referral,US,30
418,2025-05-13,Organic,DE,35
419,2024-06-20,Organic,US,20
420,2025-03-24,Display,UK,38
421,2024-09-16,Affiliate,US,16
422,2025-05-10,Display,AU,40
423,2024-04-06,Affiliate,VN,31
424,2024-11-04,Referral,DE,24
425,2025-06-15,Display,US,42
426,2025-07-12,Organic,US,37
427,2025-10-15,Search,US,49
428,2025-10-17,Paid Social,US,35
429,2025-04-10,Referral,UK,34
430,2025-05-21,Referral,VN,53
431,2025-07-08,Referral,AU,27
432,2025-03-12,Organic,US,28
433,2024-08-07,Search,DE,19
434,2023-11-13,Referral,US,44
435,2025-05-26,Display,VN,27
436,2024-05-08,Organic,US,43
437,2024-01-16,Display,UK,32
438,2023-07-01,Referral,AU,43
439,2025-05-12,Search,DE,32
440,2024-08-07,Organic,CA,42
441,2025-08-17,Search,US,27
442,2025-10-06,Referral,DE,39
443,2024-06-04,Display,US,22
444,2025-09-17,Referral,VN,55
445,2024-04-18,Search,US,26
446,2024-09-14,Paid Social,CA,18
447,2025-10-24,Search,US,16
448,2023-12-23,Affiliate,US,21
449,2024-02-04,Affiliate,UK,45
450,2025-01-21,Paid Social,CA,21
451,2023-01-26,Organic,UK,16
452,2024-02-03,Paid Social,US,35
453,2025-01-17,Paid Social,CA,22
454,2024-05-25,Paid Social,US,49
455,2025-03-03,Search,AU,22
456,2023-09-14,Search,UK,33
457,2025-01-11,Organic,CA,52
458,2025-12-16,Paid Social,CA,31
459,2024-07-16,Display,US,19
460,2025-03-06,Affiliate,UK,19
461,2024-04-20,Organic,CA,34
462,2025-02-19,Display,UK,29
463,2025-06-02,Display,CA,29
464,2023-10-21,Referral,US,20
465,2024-03-27,Search,US,26
466,2025-08-15,Referral,AU,25
467,2025-02-06,Organic,US,32
468,2025-10-17,Affiliate,VN,42
469,2023-01-16,Organic,US,50
470,2023-02-15,Affiliate,DE,45
471,2023-12-08,Organic,CA,20
472,2023-01-06,Referral,US,42
473,2024-05-22,Affiliate,US,25
474,2025-11-07,Display,DE,40
475,2025-09-12,Search,US,29
476,2023-12-09,Paid Social,US,47
477,2025-09-16,Search,AU,21
478,2025-01-20,Paid Social,VN,49
479,2023-02-05,Affiliate,CA,22
480,2023-07-14,Display,US,30
481,2024-07-27,Search,CA,29
482,2025-12-08,Affiliate,UK,38
483,2023-10-10,Search,CA,20
484,2024-04-17,Referral,US,52
485,2025-09-10,Affiliate,US,36
486,2025-10-17,Paid Social,US,26
487,2024-04-09,Display,VN,27
488,2024-01-17,Paid Social,US,36
489,2025-03-04,Search,UK,25
490,2025-09-24,Display,US,23
491,2024-07-27,Paid Social,DE,37
492,2024-04-26,Affiliate,UK,31
493,2023-09-16,Affiliate,US,39
494,2023-07-26,Paid Social,US,29
495,2023-12-07,Paid Social,US,24
496,2025-11-20,Affiliate,US,29
497,2023-06-05,Paid Social,US,33
498,2023-07-17,Referral,UK,21
499,2024-08-27,Search,DE,33
500,2025-07-03,Organic,UK,44
501,2025-10-16,Organic,US,29
502,2025-08-26,Search,US,36
503,2024-10-08,Affiliate,US,27
504,2023-09-25,Organic,DE,34
505,2024-10-16,Referral,UK,16
506,2023-04-20,Search,US,22
507,2025-10-16,Referral,CA,39
508,2025-09-19,Display,US,16
509,2023-03-18,Display,CA,39
510,2024-05-18,Organic,DE,25
511,2024-06-04,Paid Social,VN,25
512,2025-01-07,Display,AU,31
513,2025-08-15,Paid Social,US,25
514,2025-11-09,Display,VN,31
515,2025-10-17,Organic,UK,21
516,2023-02-16,Display,AU,26
517,2024-06-27,Paid Social,US,37
518,2023-12-09,Paid Social,AU,36
519,2025-09-22,Paid Social,CA,16
520,2024-08-01,Search,US,24
521,2024-08-08,Referral,UK,50
522,2025-08-07,Search,US,35
523,2025-10-06,Affiliate,CA,37
524,2024-02-22,Display,US,35
525,2023-02-08,Affiliate,DE,32
526,2025-05-10,Search,CA,39
527,2023-11-15,Paid Social,UK,19
528,2023-02-20,Organic,AU,33
529,2023-12-02,Affiliate,CA,43
530,2023-08-19,Search,UK,30
531,2023-03-27,Organic,US,35
532,2024-04-08,Paid Social,US,26
533,2025-08-01,Search,US,38
534,2023-04-14,Display,CA,31
535,2025-04-22,Affiliate,US,16
536,2024-11-08,Affiliate,DE,30
537,2024-02-08,Paid Social,VN,32
538,2023-03-19,Affiliate,UK,31
539,2025-07-01,Affiliate,VN,16
540,2024-01-19,Paid Social,US,32
541,2025-09-21,Search,VN,38
542,2025-11-12,Referral,DE,29
543,2024-07-11,Display,DE,22
544,2024-09-21,Display,US,48
545,2025-01-21,Paid Social,US,49
546,2024-05-04,Organic,DE,27
547,2024-02-26,Affiliate,US,34
548,2024-01-23,Search,US,31
549,2023-12-09,Search,CA,39
550,2024-07-07,Display,US,18
551,2025-12-23,Affiliate,US,37
552,2024-04-07,Affiliate,US,44
553,2025-11-09,Display,DE,34
554,2024-06-17,Organic,DE,23
555,2025-08-12,Paid Social,DE,46
556,2025-12-26,Paid Social,US,39
557,2025-06-21,Search,CA,31
558,2024-01-25,Paid Social,UK,33
559,2024-05-27,Search,UK,32
560,2024-03-20,Referral,DE,21
561,2025-05-13,Affiliate,US,20
562,2023-04-05,Display,VN,43
563,2025-12-09,Search,CA,39
564,2024-09-16,Paid Social,UK,26
565,2025-03-18,Organic,DE,22
566,2023-12-08,Display,US,37
567,2024-08-17,Organic,DE,46
568,2024-11-19,Search,VN,39
569,2024-02-11,Paid Social,US,23
570,2023-10-07,Paid Social,AU,29
571,2025-07-04,Referral,US,31
572,2023-01-20,Organic,US,44
573,2024-01-02,Organic,DE,44
574,2025-04-05,Paid Social,DE,27
575,2024-02-08,Organic,US,28
576,2025-09-17,Search,US,25
577,2025-09-10,Organic,CA,30
578,2023-04-13,Referral,CA,28
579,2025-03-13,Search,US,25
580,2024-03-03,Display,US,42
581,2025-03-12,Paid Social,VN,40
582,2023-08-13,Affiliate,VN,20
583,2025-08-22,Search,US,26
584,2023-07-14,Referral,US,53
585,2023-02-10,Organic,US,42
586,2025-03-06,Organic,UK,36
587,2024-01-06,Organic,US,46
588,2025-05-08,Referral,CA,23
589,2024-10-16,Organic,US,31
590,2025-07-17,Display,VN,21
591,2025-07-06,Display,US,31
592,2023-10-21,Display,UK,27
593,2025-03-08,Organic,US,35
594,2023-09-20,Organic,UK,30
595,2025-07-11,Referral,CA,33
596,2024-10-01,Organic,CA,35
597,2025-07-03,Paid Social,US,19
598,2025-10-20,Paid Social,DE,44
599,2024-08-20,Search,CA,26
600,2024-05-07,Search,AU,47
601,2024-08-09,Organic,US,31
602,2025-02-26,Referral,AU,26
603,2024-03-21,Organic,AU,32
604,2024-01-03,Search,US,46
605,2024-09-23,Display,DE,49
606,2023-05-19,Search,US,31
607,2025-08-25,Display,VN,52
608,2024-05-24,Referral,CA,21
609,2023-06-15,Paid Social,US,28
610,2025-11-08,Display,VN,43
611,2025-02-11,Affiliate,AU,39
612,2025-04-08,Search,US,30
613,2024-06-06,Search,UK,44
614,2023-02-04,Organic,DE,51
615,2025-08-27,Search,AU,47
616,2025-06-17,Display,VN,26
617,2025-08-25,Paid Social,US,26
618,2024-03-27,Search,VN,25
619,2024-01-27,Affiliate,US,50
620,2025-11-11,Affiliate,US,43
621,2024-04-27,Display,UK,41
622,2025-09-25,Affiliate,US,27
623,2023-09-15,Organic,CA,27
624,2024-09-11,Paid Social,US,30
625,2024-11-13,Organic,CA,16
626,2025-08-15,Referral,UK,28
627,2025-07-12,Search,CA,42
628,2024-09-14,Affiliate,AU,31
629,2024-08-27,Display,UK,35
630,2025-02-14,Paid Social,US,16
631,2025-02-21,Organic,CA,19
632,2023-03-14,Affiliate,CA,28
633,2025-12-11,Organic,US,45
634,2024-01-24,Referral,UK,39
635,2023-05-25,Display,AU,47
636,2023-09-10,Organic,DE,16
637,2023-05-15,Referral,CA,27
638,2024-06-23,Affiliate,CA,28
639,2025-02-23,Affiliate,VN,29
640,2023-05-18,Paid Social,US,46
641,2024-08-04,Organic,AU,27
642,2025-01-01,Paid Social,US,24
643,2023-09-14,Paid Social,US,25
644,2025-11-19,Referral,US,50
645,2023-06-01,Search,AU,39
646,2024-10-05,Referral,VN,30
647,2023-05-18,Organic,CA,39
648,2025-02-16,Search,UK,31
649,2023-05-24,Paid Social,UK,38
650,2023-07-11,Paid Social,VN,26
651,2023-03-15,Affiliate,US,42
652,2025-02-06,Paid Social,US,22
653,2024-08-09,Referral,CA,38
654,2024-07-21,Display,DE,28
655,2025-10-12,Search,VN,40
656,2025-09-14,Organic,UK,40
657,2023-10-27,Referral,VN,35
658,2024-01-18,Paid Social,US,45
659,2025-03-07,Search,US,32
660,2025-07-17,Organic,US,38
661,2025-09-15,Search,US,35
662,2025-06-05,Paid Social,DE,45
663,2025-10-10,Paid Social,VN,42
664,2023-11-15,Paid Social,CA,45
665,2023-06-05,Paid Social,VN,32
666,2025-04-27,Search,VN,38
667,2024-03-06,Paid Social,CA,37
668,2025-12-01,Paid Social,CA,27
669,2025-06-06,Search,UK,24
670,2023-01-04,Search,US,28
671,2025-12-10,Affiliate,VN,24
672,2024-05-17,Search,US,16
673,2023-03-03,Display,CA,35
674,2024-10-05,Affiliate,US,16
675,2023-02-09,Search,US,33
676,2023-06-19,Organic,VN,33
677,2025-12-26,Referral,AU,20
678,2025-07-04,Paid Social,US,41
679,2025-09-12,Search,UK,17
680,2023-06-01,Organic,US,33
681,2025-08-19,Organic,DE,35
682,2025-10-09,Organic,US,52
683,2024-04-25,Organic,US,34
684,2023-03-21,Organic,US,16
685,2025-10-11,Paid Social,VN,38
686,2024-10-03,Paid Social,UK,16
687,2024-07-24,Affiliate,UK,23
688,2023-04-01,Paid Social,AU,40
689,2024-05-13,Paid Social,US,34
690,2024-01-15,Search,VN,41
691,2025-11-02,Display,US,21
692,2025-10-22,Search,DE,45
693,2024-01-23,Search,US,38
694,2025-09-09,Search,CA,36
695,2025-01-11,Affiliate,CA,34
696,2024-10-17,Affiliate,AU,48
697,2024-01-11,Search,US,27
698,2023-10-06,Display,DE,23
699,2025-11-02,Paid Social,UK,56
700,2024-02-11,Search,AU,41
701,2023-07-02,Paid Social,UK,32
702,2025-04-07,Affiliate,VN,34
703,2024-12-19,Search,US,31
704,2023-02-18,Organic,US,25
705,2025-05-27,Referral,US,43
706,2025-02-05,Referral,US,37
707,2023-05-07,Referral,VN,31
708,2025-05-02,Referral,US,29
709,2023-04-14,Search,VN,45
710,2025-07-14,Affiliate,CA,32
711,2025-12-07,Referral,DE,25
712,2025-10-18,Display,CA,36
713,2023-04-25,Affiliate,AU,18
714,2025-07-05,Affiliate,US,28
715,2025-11-08,Paid Social,UK,29
716,2025-12-25,Paid Social,UK,45
717,2023-04-23,Paid Social,US,42
718,2025-06-10,Display,US,22
719,2024-08-23,Paid Social,DE,46
720,2025-12-05,Organic,US,28
721,2025-02-27,Paid Social,US,27
722,2025-10-12,Paid Social,VN,28
723,2024-06-26,Display,US,49
724,2025-09-26,Affiliate,US,16
725,2025-12-03,Affiliate,CA,27
726,2025-07-25,Display,US,17
727,2025-08-15,Search,CA,34
728,2025-12-04,Paid Social,CA,38
729,2023-02-04,Organic,VN,25
730,2024-12-05,Affiliate,VN,37
731,2024-12-01,Referral,US,19
732,2024-07-05,Paid Social,DE,31
733,2025-08-23,Search,VN,38
734,2023-10-21,Affiliate,VN,41
735,2024-03-05,Affiliate,US,34
736,2023-10-12,Display,UK,38
737,2024-12-15,Referral,US,27
738,2023-10-16,Search,CA,18
739,2025-05-14,Referral,CA,42
740,2023-03-25,Organic,DE,48
741,2023-06-26,Referral,UK,16
742,2025-08-05,Display,CA,38
743,2025-02-22,Organic,CA,51
744,2024-10-22,Search,VN,52
745,2024-06-15,Display,DE,23
746,2024-09-21,Referral,UK,24
747,2024-05-04,Affiliate,VN,29
748,2025-11-21,Display,US,39
749,2025-08-10,Display,US,42
750,2024-09-14,Affiliate,DE,43
751,2024-01-18,Organic,UK,20
752,2025-05-26,Affiliate,CA,28
753,2025-08-09,Paid Social,US,47
754,2025-03-02,Affiliate,US,35
755,2023-09-26,Search,DE,26
756,2023-08-10,Paid Social,US,46
757,2025-10-06,Referral,US,24
758,2025-08-24,Affiliate,VN,16
759,2025-05-25,Display,UK,45
760,2025-02-22,Display,US,28
761,2023-10-14,Organic,US,30
762,2025-06-05,Organic,US,48
763,2025-07-24,Search,VN,22
764,2025-07-03,Referral,UK,38
765,2025-09-13,Referral,US,24
766,2024-04-15,Referral,US,27
767,2025-09-27,Display,CA,33
768,2025-07-20,Affiliate,VN,35
769,2023-06-26,Search,CA,18
770,2023-04-07,Search,US,17
771,2025-05-19,Referral,UK,17
772,2025-07-05,Affiliate,US,49
773,2023-09-06,Paid Social,DE,16
774,2025-05-03,Paid Social,UK,18
775,2024-02-14,Paid Social,CA,27
776,2023-12-01,Organic,US,27
777,2023-09-27,Paid Social,CA,50
